ftof_p1a_s1 | fc | G4Trd | 20.15*cm, 200.0*cm, 6.54*cm, 6.54*cm, 178.1374*cm | G4_AIR | 227.9522006*cm, 0.0*cm, 652.1087354*cm | ordered: ordered: zyx, -90.0*deg, 0.0*deg, -115.0*deg | na | 0 | 0 | 000000 | na | na | na | na | na | na | 1 | Forward TOF - Panel 1a - Sector 1 |
panel1a_sector4_paddle_3 | ftof_p1a_s4 | G4Box | 32.0*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, -136.3356*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 4, panel: 1, paddle: 3, side: 0 | na | na | na | na | 1 | paddle 3 - Panel 1a - Sector 4 |
panel1a_sector4_paddle_4 | ftof_p1a_s4 | G4Box | 39.9*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, -121.1872*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 4, panel: 1, paddle: 4, side: 0 | na | na | na | na | 1 | paddle 4 - Panel 1a - Sector 4 |
panel1a_sector4_paddle_5 | ftof_p1a_s4 | G4Box | 47.85*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, -106.0388*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 4, panel: 1, paddle: 5, side: 0 | na | na | na | na | 1 | paddle 5 - Panel 1a - Sector 4 |
panel1a_sector4_paddle_6 | ftof_p1a_s4 | G4Box | 53.3*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, -90.8904*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 4, panel: 1, paddle: 6, side: 0 | na | na | na | na | 1 | paddle 6 - Panel 1a - Sector 4 |
panel1a_sector4_paddle_7 | ftof_p1a_s4 | G4Box | 61.2*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, -75.742*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 4, panel: 1, paddle: 7, side: 0 | na | na | na | na | 1 | paddle 7 - Panel 1a - Sector 4 |
panel1a_sector4_paddle_8 | ftof_p1a_s4 | G4Box | 69.15*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, -60.5936*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 4, panel: 1, paddle: 8, side: 0 | na | na | na | na | 1 | paddle 8 - Panel 1a - Sector 4 |
panel1a_sector4_paddle_9 | ftof_p1a_s4 | G4Box | 77.05*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, -45.4452*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 4, panel: 1, paddle: 9, side: 0 | na | na | na | na | 1 | paddle 9 - Panel 1a - Sector 4 |
panel1a_sector4_paddle_10 | ftof_p1a_s4 | G4Box | 85.0*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, -30.2968*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 4, panel: 1, paddle: 10, side: 0 | na | na | na | na | 1 | paddle 10 - Panel 1a - Sector 4 |
panel1a_sector4_paddle_11 | ftof_p1a_s4 | G4Box | 92.9*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, -15.1484*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 4, panel: 1, paddle: 11, side: 0 | na | na | na | na | 1 | paddle 11 - Panel 1a - Sector 4 |
panel1a_sector4_paddle_12 | ftof_p1a_s4 | G4Box | 100.85*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, 0.0*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 4, panel: 1, paddle: 12, side: 0 | na | na | na | na | 1 | paddle 12 - Panel 1a - Sector 4 |
panel1a_sector4_paddle_13 | ftof_p1a_s4 | G4Box | 108.8*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, 15.1484*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 4, panel: 1, paddle: 13, side: 0 | na | na | na | na | 1 | paddle 13 - Panel 1a - Sector 4 |
panel1a_sector4_paddle_14 | ftof_p1a_s4 | G4Box | 116.7*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, 30.2968*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 4, panel: 1, paddle: 14, side: 0 | na | na | na | na | 1 | paddle 14 - Panel 1a - Sector 4 |
panel1a_sector4_paddle_15 | ftof_p1a_s4 | G4Box | 124.65*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, 45.4452*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 4, panel: 1, paddle: 15, side: 0 | na | na | na | na | 1 | paddle 15 - Panel 1a - Sector 4 |
panel1a_sector4_paddle_16 | ftof_p1a_s4 | G4Box | 132.55*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, 60.5936*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 4, panel: 1, paddle: 16, side: 0 | na | na | na | na | 1 | paddle 16 - Panel 1a - Sector 4 |
panel1a_sector4_paddle_17 | ftof_p1a_s4 | G4Box | 140.5*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, 75.742*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 4, panel: 1, paddle: 17, side: 0 | na | na | na | na | 1 | paddle 17 - Panel 1a - Sector 4 |
panel1a_sector4_paddle_18 | ftof_p1a_s4 | G4Box | 148.4*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, 90.8904*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 4, panel: 1, paddle: 18, side: 0 | na | na | na | na | 1 | paddle 18 - Panel 1a - Sector 4 |
panel1a_sector4_paddle_19 | ftof_p1a_s4 | G4Box | 156.35*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, 106.0388*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 4, panel: 1, paddle: 19, side: 0 | na | na | na | na | 1 | paddle 19 - Panel 1a - Sector 4 |
panel1a_sector4_paddle_20 | ftof_p1a_s4 | G4Box | 164.25*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, 121.1872*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 4, panel: 1, paddle: 20, side: 0 | na | na | na | na | 1 | paddle 20 - Panel 1a - Sector 4 |
panel1a_sector4_paddle_21 | ftof_p1a_s4 | G4Box | 172.2*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, 136.3356*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 4, panel: 1, paddle: 21, side: 0 | na | na | na | na | 1 | paddle 21 - Panel 1a - Sector 4 |
panel1a_sector4_paddle_22 | ftof_p1a_s4 | G4Box | 180.1*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, 151.484*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 4, panel: 1, paddle: 22, side: 0 | na | na | na | na | 1 | paddle 22 - Panel 1a - Sector 4 |
panel1a_sector4_paddle_23 | ftof_p1a_s4 | G4Box | 188.05*cm, 2.54*cm, 7.505*cm | scintillator | 0.0*cm, 0.0*cm, 166.6324*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | ff11aa | ftof | sector: 4, panel: 1, paddle: 23, side: 0 | na | na | na | na | 1 | paddle 23 - Panel 1a - Sector 4 |
ftof_shield_p1a_sector4 | ftof_p1a_s4 | G4Trd | 16.15*cm, 196.0*cm, 0.00635*cm, 0.00635*cm, 174.1374*cm | G4_Pb | 0.0*cm, -2.54735*cm, 0.0*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | dc143c | na | na | na | na | na | na | 1 | Layer of lead - layer 1a -  Sector 4 |
ftof_p1b_s4 | fc | G4Trd | 12.635*cm, 211.125*cm, 7.0*cm, 7.0*cm, 193.62*cm | G4_AIR | -218.9945871*cm, 0.0*cm, 638.3495944*cm | ordered: ordered: zyx, -270.0*deg, 0.0*deg, -115.0*deg | na | 0 | 0 | 000000 | na | na | na | na | na | na | 1 | Forward TOF - Panel 1b - Sector 4 |
panel1b_sector4_paddle_1 | ftof_p1b_s4 | G4Box | 8.635*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -186.7*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 1, side: 0 | na | na | na | na | 1 | paddle 1 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_2 | ftof_p1b_s4 | G4Box | 11.81*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -180.66*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 2, side: 0 | na | na | na | na | 1 | paddle 2 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_3 | ftof_p1b_s4 | G4Box | 15.04*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -174.46*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 3, side: 0 | na | na | na | na | 1 | paddle 3 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_4 | ftof_p1b_s4 | G4Box | 18.215*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -168.42*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 4, side: 0 | na | na | na | na | 1 | paddle 4 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_5 | ftof_p1b_s4 | G4Box | 21.445*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -162.22*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 5, side: 0 | na | na | na | na | 1 | paddle 5 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_6 | ftof_p1b_s4 | G4Box | 24.62*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -156.18*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 6, side: 0 | na | na | na | na | 1 | paddle 6 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_7 | ftof_p1b_s4 | G4Box | 27.85*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -149.98*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 7, side: 0 | na | na | na | na | 1 | paddle 7 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_8 | ftof_p1b_s4 | G4Box | 31.025*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -143.94*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 8, side: 0 | na | na | na | na | 1 | paddle 8 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_9 | ftof_p1b_s4 | G4Box | 34.255*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -137.74*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 9, side: 0 | na | na | na | na | 1 | paddle 9 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_10 | ftof_p1b_s4 | G4Box | 37.43*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -131.7*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 10, side: 0 | na | na | na | na | 1 | paddle 10 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_11 | ftof_p1b_s4 | G4Box | 40.66*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -125.5*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 11, side: 0 | na | na | na | na | 1 | paddle 11 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_12 | ftof_p1b_s4 | G4Box | 43.835*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -119.46*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 12, side: 0 | na | na | na | na | 1 | paddle 12 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_13 | ftof_p1b_s4 | G4Box | 47.065*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -113.26*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 13, side: 0 | na | na | na | na | 1 | paddle 13 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_14 | ftof_p1b_s4 | G4Box | 50.24*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -107.22*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 14, side: 0 | na | na | na | na | 1 | paddle 14 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_15 | ftof_p1b_s4 | G4Box | 53.47*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -101.02*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 15, side: 0 | na | na | na | na | 1 | paddle 15 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_16 | ftof_p1b_s4 | G4Box | 56.645*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -94.98*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 16, side: 0 | na | na | na | na | 1 | paddle 16 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_17 | ftof_p1b_s4 | G4Box | 59.875*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -88.78*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 17, side: 0 | na | na | na | na | 1 | paddle 17 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_18 | ftof_p1b_s4 | G4Box | 63.05*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -82.74*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 18, side: 0 | na | na | na | na | 1 | paddle 18 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_19 | ftof_p1b_s4 | G4Box | 66.28*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -76.54*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 19, side: 0 | na | na | na | na | 1 | paddle 19 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_20 | ftof_p1b_s4 | G4Box | 69.455*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -70.5*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 20, side: 0 | na | na | na | na | 1 | paddle 20 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_21 | ftof_p1b_s4 | G4Box | 72.685*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -64.3*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 21, side: 0 | na | na | na | na | 1 | paddle 21 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_22 | ftof_p1b_s4 | G4Box | 75.86*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -58.26*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 22, side: 0 | na | na | na | na | 1 | paddle 22 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_23 | ftof_p1b_s4 | G4Box | 79.085*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -52.06*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 23, side: 0 | na | na | na | na | 1 | paddle 23 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_24 | ftof_p1b_s4 | G4Box | 82.26*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -46.02*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 24, side: 0 | na | na | na | na | 1 | paddle 24 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_25 | ftof_p1b_s4 | G4Box | 85.49*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -39.82*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 25, side: 0 | na | na | na | na | 1 | paddle 25 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_26 | ftof_p1b_s4 | G4Box | 88.665*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -33.78*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 26, side: 0 | na | na | na | na | 1 | paddle 26 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_27 | ftof_p1b_s4 | G4Box | 91.895*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -27.58*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 27, side: 0 | na | na | na | na | 1 | paddle 27 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_28 | ftof_p1b_s4 | G4Box | 95.07*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -21.54*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 28, side: 0 | na | na | na | na | 1 | paddle 28 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_29 | ftof_p1b_s4 | G4Box | 98.3*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -15.34*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 29, side: 0 | na | na | na | na | 1 | paddle 29 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_30 | ftof_p1b_s4 | G4Box | 101.475*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -9.3*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 30, side: 0 | na | na | na | na | 1 | paddle 30 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_31 | ftof_p1b_s4 | G4Box | 104.705*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, -3.1*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 31, side: 0 | na | na | na | na | 1 | paddle 31 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_32 | ftof_p1b_s4 | G4Box | 107.88*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 2.94*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 32, side: 0 | na | na | na | na | 1 | paddle 32 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_33 | ftof_p1b_s4 | G4Box | 111.11*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 9.14*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 33, side: 0 | na | na | na | na | 1 | paddle 33 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_34 | ftof_p1b_s4 | G4Box | 114.285*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 15.18*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 34, side: 0 | na | na | na | na | 1 | paddle 34 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_35 | ftof_p1b_s4 | G4Box | 117.515*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 21.38*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 35, side: 0 | na | na | na | na | 1 | paddle 35 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_36 | ftof_p1b_s4 | G4Box | 120.69*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 27.42*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 36, side: 0 | na | na | na | na | 1 | paddle 36 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_37 | ftof_p1b_s4 | G4Box | 123.92*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 33.62*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 37, side: 0 | na | na | na | na | 1 | paddle 37 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_38 | ftof_p1b_s4 | G4Box | 127.095*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 39.66*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 38, side: 0 | na | na | na | na | 1 | paddle 38 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_39 | ftof_p1b_s4 | G4Box | 130.325*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 45.86*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 39, side: 0 | na | na | na | na | 1 | paddle 39 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_40 | ftof_p1b_s4 | G4Box | 133.5*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 51.9*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 40, side: 0 | na | na | na | na | 1 | paddle 40 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_41 | ftof_p1b_s4 | G4Box | 136.73*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 58.1*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 41, side: 0 | na | na | na | na | 1 | paddle 41 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_42 | ftof_p1b_s4 | G4Box | 139.905*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 64.14*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 42, side: 0 | na | na | na | na | 1 | paddle 42 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_43 | ftof_p1b_s4 | G4Box | 143.135*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 70.34*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 43, side: 0 | na | na | na | na | 1 | paddle 43 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_44 | ftof_p1b_s4 | G4Box | 146.31*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 76.38*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 44, side: 0 | na | na | na | na | 1 | paddle 44 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_45 | ftof_p1b_s4 | G4Box | 149.54*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 82.58*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 45, side: 0 | na | na | na | na | 1 | paddle 45 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_46 | ftof_p1b_s4 | G4Box | 152.715*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 88.62*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 46, side: 0 | na | na | na | na | 1 | paddle 46 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_47 | ftof_p1b_s4 | G4Box | 155.94*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 94.82*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 47, side: 0 | na | na | na | na | 1 | paddle 47 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_48 | ftof_p1b_s4 | G4Box | 159.115*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 100.86*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 48, side: 0 | na | na | na | na | 1 | paddle 48 - Panel 1b - Sector 4 |
panel1b_sector4_paddle_49 | ftof_p1b_s4 | G4Box | 162.345*cm, 3.0*cm, 3.0*cm | scintillator | 0.0*cm, 0.0*cm, 107.06*cm | 0.0*deg, 0.0*deg, 0.0*deg | na | 1 | 1 | 11ffaa | ftof | sector: 4, panel: 2, paddle: 49, side: 0 | na | na | na | na | 1 | paddle 49 - Panel 1b - Sector 4 |
